"","nombre","final_family","nusado","n_in_uc","uc"
"336","Byrsonima vacciniifolia","Malpighiaceae",217,31,"PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,RESERVA BIOLÓGICA GUARIBAS,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,PARQUE ESTADUAL RIO PRETO,PARQUE NACIONAL DA SERRA DA CANASTRA,PARQUE ESTADUAL GRÃO MOGOL,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE"
"337","Callianthe rufinerva","Malvaceae",82,20,"ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL SERRA DO BRIGADEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"338","Ceiba erianthos","Malvaceae",110,6,"ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA,PARQUE ESTADUAL DO RIO DOCE,PARQUE NACIONAL DA CHAPADA DIAMANTINA,PARQUE NACIONAL DA TIJUCA"
"339","Eriotheca candolleana","Malvaceae",68,10,"PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"340","Eriotheca macrophylla","Malvaceae",106,23,"ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,RESERVA BIOLÓGICA AUGUSTO RUSCHI,RESERVA BIOLÓGICA DE UNA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU,RESERVA BIOLOGICA DE PEDRA TALHADA,ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA GUANANDY,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE"
"341","Hydrogaster trinervis","Malvaceae",48,6,"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,RESERVA BIOLÓGICA DE SOORETAMA,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO"
"342","Luehea ochrophylla","Malvaceae",144,3,"RESERVA BIOLOGICA DE PEDRA TALHADA,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL BARRA DO RIO MAMANGUAPE"
"343","Pseudobombax campestre","Malvaceae",63,12,"PARQUE ESTADUAL RIO PRETO,PARQUE NACIONAL DAS SEMPRE VIVAS,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,PARQUE ESTADUAL GRÃO MOGOL,ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL BIRIBIRI"
"344","Pseudobombax parvifolium","Malvaceae",54,3,"ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA"
"345","Pseudobombax simplicifolium","Malvaceae",100,6,"ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ"
"346","Scleronema micranthum","Malvaceae",187,58,"RESERVA BIOLÓGICA DO UATUMÃ,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES,PARQUE NACIONAL DO PICO DA NEBLINA,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES"
"347","Theobroma grandiflorum","Malvaceae",73,7,"PARQUE NACIONAL DE ANAVILHANAS,PARQUE NACIONAL DO JAÚ,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,FLORESTA NACIONAL DE TEFÉ"
"348","Waltheria cinerascens","Malvaceae",96,29,"ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES"
"349","Schwartzia adamantium","Marcgraviaceae",144,38,"PARQUE NACIONAL DAS SEMPRE VIVAS,PARQUE ESTADUAL RIO PRETO,PARQUE ESTADUAL DO JALAPãO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE ESTADUAL BIRIBIRI,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL GRÃO MOGOL,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"350","Bellucia dichotoma","Melastomataceae",58,12,"RESERVA BIOLÓGICA DO TAPIRAPÉ,RESERVA BIOLÓGICA DO JARU,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO,PARQUE NACIONAL DE ANAVILHANAS,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,FLORESTA NACIONAL DE TAPAJÓS"
"351","Bellucia egensis","Melastomataceae",78,9,"FLORESTA NACIONAL DE TAPAJÓS,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,FLORESTA NACIONAL DE CARAJÁS,FLORESTA NACIONAL DO AMAZONAS"
"352","Huberia ovalifolia","Melastomataceae",60,21,"PARQUE NACIONAL DA TIJUCA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ESTAÇÃO ECOLÓGICA BANANAL,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,RESERVA BIOLÓGICA DE COMBOIOS,ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS"
"353","Leandra acutiflora","Melastomataceae",149,65,"PARQUE NACIONAL DA TIJUCA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL DA SERRA FURADA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,RESERVA BIOLÓGICA AUGUSTO RUSCHI,PARQUE ESTADUAL CARLOS BOTELHO"
"354","Leandra amplexicaulis","Melastomataceae",104,17,"ESTAÇÃO ECOLÓGICA DE ITAPETI,PARQUE NACIONAL DE CAPARAO,PARQUE ESTADUAL SERRA DO BRIGADEIRO,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DOS ORGÃOS"
"355","Leandra barbinervis","Melastomataceae",74,24,"PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ESTAÇÃO ECOLÓGICA BANANAL,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE NACIONAL DA SERRA DA BOCAINA"
"356","Leandra clidemioides","Melastomataceae",62,13,"ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DO MONTE PASCOAL,PARQUE NACIONAL PAU BRASIL"
"357","Leandra melastomoides","Melastomataceae",603,159,"PARQUE NACIONAL DA TIJUCA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,PARQUE NACIONAL DA SERRA DA BOCAINA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,PARQUE ESTADUAL BIRIBIRI,PARQUE ESTADUAL DO ITACOLOMI,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,PARQUE ESTADUAL SERRA DO ROLA MOÇA,PARQUE ESTADUAL DA CANTAREIRA,RESERVA BIOLÓGICA DA MATA ESCURA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE ESTADUAL SERRA DO BRIGADEIRO,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE NACIONAL DA SERRA DA CANASTRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ,PARQUE ESTADUAL  DA ILHA DO CARDOSO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"358","Leandra purpureovillosa","Melastomataceae",43,8,"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL DA SERRA DO MAR"
"359","Leandra quinquedentata","Melastomataceae",153,62,"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE NACIONAL DA SERRA DA BOCAINA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,PARQUE ESTADUAL DO ITACOLOMI,PARQUE ESTADUAL BIRIBIRI,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,PARQUE NACIONAL DA SERRA DO ITAJAÍ"
"360","Leandra variabilis","Melastomataceae",362,71,"ESTAÇÃO ECOLÓGICA DE ITAPETI,PARQUE NACIONAL DA TIJUCA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE ESTADUAL DA SERRA DO MAR,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE ESTADUAL  DA ILHA DO CARDOSO,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS,PARQUE ESTADUAL DA SERRA FURADA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"361","Miconia buddlejoides","Melastomataceae",142,28,"ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,PARQUE NACIONAL DE CAPARAO,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,PARQUE ESTADUAL DA SERRA FURADA,PARQUE ESTADUAL DA CANTAREIRA,PARQUE ESTADUAL DO JARAGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL SERRA DO BRIGADEIRO,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO"
"362","Miconia burchellii","Melastomataceae",206,72,"ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,FLORESTA NACIONAL DE CARAJÁS,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA CAPETINGA/TAQUARA,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"363","Miconia cabucu","Melastomataceae",91,27,"ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE ESTADUAL DA ILHA DO MEL,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DO JARAGUÁ,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA"
"364","Miconia caudigera","Melastomataceae",79,17,"ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL SERRA NEGRA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ESTAÇÃO ECOLÓGICA DE MURICI,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU"
"365","Miconia chartacea","Melastomataceae",222,94,"PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DO ITACOLOMI,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE NACIONAL DA SERRA DA CANASTRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE NACIONAL DO ARAGUAIA,RESERVA BIOLÓGICA DE UNA,PARQUE NACIONAL DA TIJUCA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA CAPETINGA/TAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU"
"366","Miconia cinnamomifolia","Melastomataceae",313,95,"ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL PAULO CÉSAR VINHA,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,FLORESTA NACIONAL DE RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,PARQUE ESTADUAL DA SERRA DO MAR,FLORESTA NACIONAL DE CARAJÁS,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,PARQUE ESTADUAL CARLOS BOTELHO,RESERVA BIOLÓGICA DE SOORETAMA,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,PARQUE NACIONAL RESTINGA DE JURUBATIBA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE ESTADUAL  DA ILHA DO CARDOSO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS,PARQUE NACIONAL DA TIJUCA,RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO"
"367","Miconia corallina","Melastomataceae",52,13,"PARQUE ESTADUAL DO ITACOLOMI,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL BIRIBIRI,PARQUE NACIONAL DE CAPARAO,PARQUE ESTADUAL SERRA DO ROLA MOÇA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA"
"368","Miconia cubatanensis","Melastomataceae",253,84,"ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE NACIONAL DA TIJUCA,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE NACIONAL DA SERRA DA CANASTRA,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE ESTADUAL BIRIBIRI,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,RESERVA BIOLÓGICA DO TINGUÁ,ESTAÇÃO ECOLÓGICA BANANAL,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE ESTADUAL DAS SETE PASSAGENS,PARQUE ESTADUAL RIO PRETO,PARQUE NACIONAL DO SUPERAGUI,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU"
"369","Miconia discolor","Melastomataceae",125,16,"PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE NACIONAL DO IGUAÇU,ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ,RESERVA BIOLÓGICA DAS PEROBAS,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS"
